experiment,genotype,freq,level,mag,phi
32,VGLUT3KOAlpha9KO,12500,30,NaN,NaN
32,VGLUT3KOAlpha9KO,13000,30,NaN,NaN
32,VGLUT3KOAlpha9KO,13500,30,NaN,NaN
32,VGLUT3KOAlpha9KO,14000,30,NaN,NaN
32,VGLUT3KOAlpha9KO,14500,30,NaN,NaN
32,VGLUT3KOAlpha9KO,15000,30,NaN,NaN
32,VGLUT3KOAlpha9KO,500,40,NaN,NaN
32,VGLUT3KOAlpha9KO,1000,40,NaN,NaN
32,VGLUT3KOAlpha9KO,1500,40,NaN,NaN
32,VGLUT3KOAlpha9KO,2000,40,NaN,NaN
32,VGLUT3KOAlpha9KO,2500,40,0.182899061420907,0.431890051100219
32,VGLUT3KOAlpha9KO,3000,40,0.355895756158022,0.225518330252018
32,VGLUT3KOAlpha9KO,3500,40,0.578268944283043,-0.00623010926588807
32,VGLUT3KOAlpha9KO,4000,40,0.827147851358177,-0.210893414058652
32,VGLUT3KOAlpha9KO,4500,40,1.30054396667169,-0.425621136577135
32,VGLUT3KOAlpha9KO,5000,40,2.24197418688633,-0.645674121554451
32,VGLUT3KOAlpha9KO,5500,40,2.26780587251543,-0.845531939500561
32,VGLUT3KOAlpha9KO,6000,40,3.76652235146604,-1.06793529223573
32,VGLUT3KOAlpha9KO,6500,40,4.67393032387501,-1.30147476960865
32,VGLUT3KOAlpha9KO,7000,40,9.11938502613003,-1.57496968694358
32,VGLUT3KOAlpha9KO,7500,40,10.1739528724365,-1.88029192877673
32,VGLUT3KOAlpha9KO,8000,40,11.8717115045304,-2.22615592106525
32,VGLUT3KOAlpha9KO,8500,40,8.26440373661193,-2.61608288502413
32,VGLUT3KOAlpha9KO,9000,40,5.17528330785837,-3.02960743636002
32,VGLUT3KOAlpha9KO,9500,40,1.34749031156294,-3.45608567242246
32,VGLUT3KOAlpha9KO,10000,40,0.172275533116347,-3.69154047833934
32,VGLUT3KOAlpha9KO,10500,40,0.184169872267997,-3.87718556125182
32,VGLUT3KOAlpha9KO,11000,40,0.0659365778270035,-3.92628767538893
32,VGLUT3KOAlpha9KO,11500,40,0.0850946729357598,-4.17100465116896
32,VGLUT3KOAlpha9KO,12000,40,NaN,NaN
32,VGLUT3KOAlpha9KO,12500,40,NaN,NaN
32,VGLUT3KOAlpha9KO,13000,40,NaN,NaN
32,VGLUT3KOAlpha9KO,13500,40,NaN,NaN
32,VGLUT3KOAlpha9KO,14000,40,NaN,NaN
32,VGLUT3KOAlpha9KO,14500,40,NaN,NaN
32,VGLUT3KOAlpha9KO,15000,40,NaN,NaN
32,VGLUT3KOAlpha9KO,500,50,NaN,NaN
32,VGLUT3KOAlpha9KO,1000,50,NaN,NaN
32,VGLUT3KOAlpha9KO,1500,50,NaN,NaN
32,VGLUT3KOAlpha9KO,2000,50,NaN,NaN
32,VGLUT3KOAlpha9KO,2500,50,0.466185970760351,0.472468732710611
32,VGLUT3KOAlpha9KO,3000,50,1.01554661757157,0.219290053411931
32,VGLUT3KOAlpha9KO,3500,50,1.75202035720445,0.0065937023561059
32,VGLUT3KOAlpha9KO,4000,50,2.59673691868823,-0.209199300920372
32,VGLUT3KOAlpha9KO,4500,50,3.86491898443871,-0.425056897367629
32,VGLUT3KOAlpha9KO,5000,50,5.57332382605819,-0.643027364811162
32,VGLUT3KOAlpha9KO,5500,50,6.00366330952745,-0.854063686315466
32,VGLUT3KOAlpha9KO,6000,50,10.8441592711838,-1.0814016491105
32,VGLUT3KOAlpha9KO,6500,50,11.5428074986727,-1.32546393402091
32,VGLUT3KOAlpha9KO,7000,50,16.9739929535366,-1.61165950883131
32,VGLUT3KOAlpha9KO,7500,50,15.4333939275801,-1.89494933832075
32,VGLUT3KOAlpha9KO,8000,50,16.0168874123804,-2.21862813567968
32,VGLUT3KOAlpha9KO,8500,50,9.54477800623412,-2.57051682377576
32,VGLUT3KOAlpha9KO,9000,50,4.55610887240364,-2.97042366164642
32,VGLUT3KOAlpha9KO,9500,50,1.89139624839617,-3.3791780408344
32,VGLUT3KOAlpha9KO,10000,50,0.324631725364176,-3.6439711696352
32,VGLUT3KOAlpha9KO,10500,50,0.234438558259917,-3.83131648031494
32,VGLUT3KOAlpha9KO,11000,50,0.10870262062245,-4.04345720382095
32,VGLUT3KOAlpha9KO,11500,50,0.0961093659425739,-4.19563037000428
32,VGLUT3KOAlpha9KO,12000,50,NaN,NaN
32,VGLUT3KOAlpha9KO,12500,50,0.0546175030217259,-4.61935611280679
32,VGLUT3KOAlpha9KO,13000,50,0.0573121014272104,-5.08433661489176
32,VGLUT3KOAlpha9KO,13500,50,NaN,NaN
32,VGLUT3KOAlpha9KO,14000,50,NaN,NaN
32,VGLUT3KOAlpha9KO,14500,50,NaN,NaN
32,VGLUT3KOAlpha9KO,15000,50,NaN,NaN
32,VGLUT3KOAlpha9KO,500,60,NaN,NaN
32,VGLUT3KOAlpha9KO,1000,60,NaN,NaN
32,VGLUT3KOAlpha9KO,1500,60,NaN,NaN
32,VGLUT3KOAlpha9KO,2000,60,0.318590535798361,0.67280617456734
32,VGLUT3KOAlpha9KO,2500,60,1.34815182454056,0.452363132690586
32,VGLUT3KOAlpha9KO,3000,60,2.88777225232342,0.22098404261226
32,VGLUT3KOAlpha9KO,3500,60,4.90025560007207,0.00774420047389313
32,VGLUT3KOAlpha9KO,4000,60,7.37979812345949,-0.219269495338524
32,VGLUT3KOAlpha9KO,4500,60,9.78783853680018,-0.441643590841015
32,VGLUT3KOAlpha9KO,5000,60,12.1144638355788,-0.654023380371401
32,VGLUT3KOAlpha9KO,5500,60,14.4740495681775,-0.875105561418501
32,VGLUT3KOAlpha9KO,6000,60,19.7217530773655,-1.10327027382709
32,VGLUT3KOAlpha9KO,6500,60,22.4643548577776,-1.34594236188683
32,VGLUT3KOAlpha9KO,7000,60,26.7512279440639,-1.62355652474938
32,VGLUT3KOAlpha9KO,7500,60,23.1014856492311,-1.8956108575739
32,VGLUT3KOAlpha9KO,8000,60,20.5215108062849,-2.19720179077941
32,VGLUT3KOAlpha9KO,8500,60,10.4916086567944,-2.52376366897876
32,VGLUT3KOAlpha9KO,9000,60,4.9925676391977,-2.92086213851921
32,VGLUT3KOAlpha9KO,9500,60,2.08184758799654,-3.30570415485163
32,VGLUT3KOAlpha9KO,10000,60,0.409781655794908,-3.6129837998571
32,VGLUT3KOAlpha9KO,10500,60,0.282010258141736,-3.80348333513596
32,VGLUT3KOAlpha9KO,11000,60,0.195071295840816,-4.03697130539908
32,VGLUT3KOAlpha9KO,11500,60,0.135553544327421,-4.13502025777559
32,VGLUT3KOAlpha9KO,12000,60,0.104051119789077,-4.29897390671864
32,VGLUT3KOAlpha9KO,12500,60,0.0644508125054251,-4.52252906844248
32,VGLUT3KOAlpha9KO,13000,60,NaN,NaN
32,VGLUT3KOAlpha9KO,13500,60,NaN,NaN
32,VGLUT3KOAlpha9KO,14000,60,NaN,NaN
32,VGLUT3KOAlpha9KO,14500,60,NaN,NaN
32,VGLUT3KOAlpha9KO,15000,60,NaN,NaN
32,VGLUT3KOAlpha9KO,500,70,NaN,NaN
32,VGLUT3KOAlpha9KO,1000,70,0.201412683552336,0.917793832623349
32,VGLUT3KOAlpha9KO,1500,70,0.35055992027275,0.745349879377925
32,VGLUT3KOAlpha9KO,2000,70,1.13172932079937,0.652734354321933
32,VGLUT3KOAlpha9KO,2500,70,3.838390533597,0.444532261176625
32,VGLUT3KOAlpha9KO,3000,70,7.89957439683773,0.194464044007974
32,VGLUT3KOAlpha9KO,3500,70,12.0270618210554,-0.0221760197686234
32,VGLUT3KOAlpha9KO,4000,70,17.8408360738643,-0.24170788545869
32,VGLUT3KOAlpha9KO,4500,70,21.6580397284284,-0.459858568532362
32,VGLUT3KOAlpha9KO,5000,70,24.4680942314985,-0.677069395078766
32,VGLUT3KOAlpha9KO,5500,70,28.6511270612201,-0.896007885868306
32,VGLUT3KOAlpha9KO,6000,70,35.9224144370958,-1.1323064208442
32,VGLUT3KOAlpha9KO,6500,70,37.7994645141745,-1.38271113161546
32,VGLUT3KOAlpha9KO,7000,70,35.4412475863962,-1.65161156127743
32,VGLUT3KOAlpha9KO,7500,70,28.5397253456991,-1.91178939800476
32,VGLUT3KOAlpha9KO,8000,70,24.4300550435314,-2.20045339576741
32,VGLUT3KOAlpha9KO,8500,70,8.59601284110837,-2.51026032811127
32,VGLUT3KOAlpha9KO,9000,70,5.97579655536448,-2.90871241312515
32,VGLUT3KOAlpha9KO,9500,70,2.27432767614797,-3.31125725719631
32,VGLUT3KOAlpha9KO,10000,70,0.588690845028216,-3.66451654733391
32,VGLUT3KOAlpha9KO,10500,70,0.484009518221535,-3.85160934139722
32,VGLUT3KOAlpha9KO,11000,70,0.295801674171329,-3.98596204421006
32,VGLUT3KOAlpha9KO,11500,70,0.206412481439454,-4.19314147989709
32,VGLUT3KOAlpha9KO,12000,70,0.13616854170585,-4.36255468374974
32,VGLUT3KOAlpha9KO,12500,70,0.0799611670559898,-4.63525983297736
32,VGLUT3KOAlpha9KO,13000,70,NaN,NaN
32,VGLUT3KOAlpha9KO,13500,70,NaN,NaN
32,VGLUT3KOAlpha9KO,14000,70,NaN,NaN
32,VGLUT3KOAlpha9KO,14500,70,NaN,NaN
32,VGLUT3KOAlpha9KO,15000,70,NaN,NaN
32,VGLUT3KOAlpha9KO,500,80,NaN,NaN
32,VGLUT3KOAlpha9KO,1000,80,0.374932563083538,0.917850961423225
32,VGLUT3KOAlpha9KO,1500,80,0.918543839983784,0.719301706118898
32,VGLUT3KOAlpha9KO,2000,80,3.12813866214133,0.641823134304853
32,VGLUT3KOAlpha9KO,2500,80,9.9866742462668,0.407670431203242
32,VGLUT3KOAlpha9KO,3000,80,20.6415421960552,0.168718479194026
32,VGLUT3KOAlpha9KO,3500,80,29.6042544150363,-0.0477406732481886
32,VGLUT3KOAlpha9KO,4000,80,44.3013728761679,-0.288027490570106
32,VGLUT3KOAlpha9KO,4500,80,52.9651381985147,-0.520486338492802
32,VGLUT3KOAlpha9KO,5000,80,53.0875850271483,-0.74800329008492
32,VGLUT3KOAlpha9KO,5500,80,59.9690865197072,-0.979361569688697
32,VGLUT3KOAlpha9KO,6000,80,62.1781927662676,-1.22368177437605
32,VGLUT3KOAlpha9KO,6500,80,51.8318924805616,-1.47960170129098
32,VGLUT3KOAlpha9KO,7000,80,38.7164806213463,-1.73774319765561
32,VGLUT3KOAlpha9KO,7500,80,29.8308032404024,-1.9964598844648
32,VGLUT3KOAlpha9KO,8000,80,25.6408704320688,-2.29482443214885
32,VGLUT3KOAlpha9KO,8500,80,13.2889313392895,-2.62713346444903
32,VGLUT3KOAlpha9KO,9000,80,5.89366380190191,-3.01385702564309
32,VGLUT3KOAlpha9KO,9500,80,2.42226767564535,-3.44429277030446
32,VGLUT3KOAlpha9KO,10000,80,0.682857518018209,-3.78208283431205
32,VGLUT3KOAlpha9KO,10500,80,0.610157136461346,-3.9600899489582
32,VGLUT3KOAlpha9KO,11000,80,0.337610298575879,-4.11483441016711
32,VGLUT3KOAlpha9KO,11500,80,0.2868925164614,-4.26468473267067
32,VGLUT3KOAlpha9KO,12000,80,0.171048794051055,-4.49903419977905
32,VGLUT3KOAlpha9KO,12500,80,NaN,NaN
32,VGLUT3KOAlpha9KO,13000,80,NaN,NaN
32,VGLUT3KOAlpha9KO,13500,80,0.0588039388009795,-4.80222492403964
32,VGLUT3KOAlpha9KO,14000,80,NaN,NaN
32,VGLUT3KOAlpha9KO,14500,80,NaN,NaN
32,VGLUT3KOAlpha9KO,15000,80,NaN,NaN
32,VGLUT3KOAlpha9KO,500,90,NaN,NaN
32,VGLUT3KOAlpha9KO,1000,90,1.2750688620352,0.932718430250391
32,VGLUT3KOAlpha9KO,1500,90,3.24493029868067,0.719667589652828
32,VGLUT3KOAlpha9KO,2000,90,8.64541978068188,0.590871998598465
32,VGLUT3KOAlpha9KO,2500,90,28.3810227308358,0.376528724846598
32,VGLUT3KOAlpha9KO,3000,90,66.49497200263,0.116172822297144
32,VGLUT3KOAlpha9KO,3500,90,99.7142622391206,-0.12603129431985
32,VGLUT3KOAlpha9KO,4000,90,129.669057916107,-0.368418029904276
32,VGLUT3KOAlpha9KO,4500,90,143.245799883866,-0.610093869181526
32,VGLUT3KOAlpha9KO,5000,90,145.8483174932,-0.846300130237312
32,VGLUT3KOAlpha9KO,5500,90,136.390411751552,-1.08457332788652
32,VGLUT3KOAlpha9KO,6000,90,120.697075307818,-1.34423989264325
32,VGLUT3KOAlpha9KO,6500,90,88.5844304953175,-1.6149574137454
32,VGLUT3KOAlpha9KO,7000,90,52.3660477275187,-1.87996365154655
32,VGLUT3KOAlpha9KO,7500,90,37.1308926996685,-2.15588432309548
32,VGLUT3KOAlpha9KO,8000,90,29.9203437820362,-2.44491393613033
32,VGLUT3KOAlpha9KO,8500,90,19.9507735962007,-2.78327447543187
32,VGLUT3KOAlpha9KO,9000,90,6.22406561000933,-3.15152508675114
32,VGLUT3KOAlpha9KO,9500,90,2.28481211166298,-3.57179617818227
32,VGLUT3KOAlpha9KO,10000,90,0.842264821768801,-3.90766372053516
32,VGLUT3KOAlpha9KO,10500,90,0.900341757347803,-4.03497061695656
32,VGLUT3KOAlpha9KO,11000,90,0.69689828774668,-4.19102516713273
32,VGLUT3KOAlpha9KO,11500,90,0.461601999869288,-4.37518002273157
32,VGLUT3KOAlpha9KO,12000,90,0.487645957523143,-4.54279941093023
32,VGLUT3KOAlpha9KO,12500,90,0.333385012433964,-4.66799252165784
32,VGLUT3KOAlpha9KO,13000,90,0.226773141992128,-4.78191720751415
32,VGLUT3KOAlpha9KO,13500,90,0.188175354024051,-4.7920356965121
32,VGLUT3KOAlpha9KO,14000,90,0.187887971292158,-4.85810892829518
32,VGLUT3KOAlpha9KO,14500,90,0.179636563565028,-4.94497506235095
32,VGLUT3KOAlpha9KO,15000,90,0.132585891635536,-5.05156178136525
33,VGLUT3KOAlpha9KO,500,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,1000,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,1500,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,2000,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,2500,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,3000,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,3500,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,4000,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,4500,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,5000,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,5500,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,6000,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,6500,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,7000,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,7500,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,8000,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,8500,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,9000,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,9500,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,10000,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,10500,-10,0.0992208388916903,-2.5043968838642
33,VGLUT3KOAlpha9KO,11000,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,11500,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,12000,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,12500,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,13000,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,13500,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,14000,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,14500,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,15000,-10,NaN,NaN
33,VGLUT3KOAlpha9KO,500,0,NaN,NaN
33,VGLUT3KOAlpha9KO,1000,0,NaN,NaN
33,VGLUT3KOAlpha9KO,1500,0,NaN,NaN
33,VGLUT3KOAlpha9KO,2000,0,NaN,NaN
33,VGLUT3KOAlpha9KO,2500,0,NaN,NaN
33,VGLUT3KOAlpha9KO,3000,0,NaN,NaN
33,VGLUT3KOAlpha9KO,3500,0,NaN,NaN
33,VGLUT3KOAlpha9KO,4000,0,NaN,NaN
33,VGLUT3KOAlpha9KO,4500,0,NaN,NaN
33,VGLUT3KOAlpha9KO,5000,0,NaN,NaN
33,VGLUT3KOAlpha9KO,5500,0,NaN,NaN
33,VGLUT3KOAlpha9KO,6000,0,NaN,NaN
33,VGLUT3KOAlpha9KO,6500,0,NaN,NaN
33,VGLUT3KOAlpha9KO,7000,0,NaN,NaN
33,VGLUT3KOAlpha9KO,7500,0,NaN,NaN
33,VGLUT3KOAlpha9KO,8000,0,0.0298592389538037,-1.74674643072674
33,VGLUT3KOAlpha9KO,8500,0,0.0666350867244961,-1.99819928353522
33,VGLUT3KOAlpha9KO,9000,0,0.0600305582239097,-2.29837450943245
33,VGLUT3KOAlpha9KO,9500,0,0.131052922724786,-2.50270452734894
33,VGLUT3KOAlpha9KO,10000,0,0.178241705164823,-2.87965788277075
33,VGLUT3KOAlpha9KO,10500,0,0.281832928483208,-3.28276299781731
33,VGLUT3KOAlpha9KO,11000,0,0.183038233866817,-3.75414036954297
33,VGLUT3KOAlpha9KO,11500,0,0.236545888442373,-4.24713814517739
33,VGLUT3KOAlpha9KO,12000,0,0.079920830693164,-3.80850969784485
33,VGLUT3KOAlpha9KO,12500,0,0.0364214669092268,-3.43590228355528
33,VGLUT3KOAlpha9KO,13000,0,NaN,NaN
33,VGLUT3KOAlpha9KO,13500,0,NaN,NaN
33,VGLUT3KOAlpha9KO,14000,0,NaN,NaN
33,VGLUT3KOAlpha9KO,14500,0,NaN,NaN
33,VGLUT3KOAlpha9KO,15000,0,NaN,NaN
33,VGLUT3KOAlpha9KO,500,10,NaN,NaN
33,VGLUT3KOAlpha9KO,1000,10,NaN,NaN
33,VGLUT3KOAlpha9KO,1500,10,NaN,NaN
33,VGLUT3KOAlpha9KO,2000,10,NaN,NaN
33,VGLUT3KOAlpha9KO,2500,10,NaN,NaN
33,VGLUT3KOAlpha9KO,3000,10,NaN,NaN
33,VGLUT3KOAlpha9KO,3500,10,NaN,NaN
33,VGLUT3KOAlpha9KO,4000,10,NaN,NaN
33,VGLUT3KOAlpha9KO,4500,10,NaN,NaN
33,VGLUT3KOAlpha9KO,5000,10,NaN,NaN
33,VGLUT3KOAlpha9KO,5500,10,NaN,NaN
33,VGLUT3KOAlpha9KO,6000,10,NaN,NaN
33,VGLUT3KOAlpha9KO,6500,10,0.0327071393574729,-1.05025317247327
33,VGLUT3KOAlpha9KO,7000,10,0.0580481736959549,-1.31046969483882
33,VGLUT3KOAlpha9KO,7500,10,0.0477456883966874,-1.53248215863385
33,VGLUT3KOAlpha9KO,8000,10,0.0954059826504384,-1.72850443730725
33,VGLUT3KOAlpha9KO,8500,10,0.160736746468515,-2.0077722532541
33,VGLUT3KOAlpha9KO,9000,10,0.200722049907498,-2.27334921464571
33,VGLUT3KOAlpha9KO,9500,10,0.299848577299234,-2.54960332321388
33,VGLUT3KOAlpha9KO,10000,10,0.551010823891737,-2.90515695127979
33,VGLUT3KOAlpha9KO,10500,10,0.624452239487814,-3.32702914876092
33,VGLUT3KOAlpha9KO,11000,10,0.68036441611656,-3.77881130879194
33,VGLUT3KOAlpha9KO,11500,10,0.450097393138414,-4.27635361134062
33,VGLUT3KOAlpha9KO,12000,10,0.229418174851559,-3.81422820262472
33,VGLUT3KOAlpha9KO,12500,10,0.0812277090469935,-3.42714023026588
33,VGLUT3KOAlpha9KO,13000,10,0.0375122473758927,-3.02805560294581
33,VGLUT3KOAlpha9KO,13500,10,0.0118393471236253,-2.61035698747628
33,VGLUT3KOAlpha9KO,14000,10,NaN,NaN
33,VGLUT3KOAlpha9KO,14500,10,NaN,NaN
33,VGLUT3KOAlpha9KO,15000,10,NaN,NaN
33,VGLUT3KOAlpha9KO,500,20,NaN,NaN
33,VGLUT3KOAlpha9KO,1000,20,NaN,NaN
33,VGLUT3KOAlpha9KO,1500,20,NaN,NaN
33,VGLUT3KOAlpha9KO,2000,20,NaN,NaN
33,VGLUT3KOAlpha9KO,2500,20,NaN,NaN
33,VGLUT3KOAlpha9KO,3000,20,NaN,NaN
33,VGLUT3KOAlpha9KO,3500,20,NaN,NaN
33,VGLUT3KOAlpha9KO,4000,20,NaN,NaN
33,VGLUT3KOAlpha9KO,4500,20,NaN,NaN
33,VGLUT3KOAlpha9KO,5000,20,0.0388253076249045,-0.411111269721473
33,VGLUT3KOAlpha9KO,5500,20,0.0644075089067989,-0.71700855754099
33,VGLUT3KOAlpha9KO,6000,20,0.0766020778339995,-0.82748432851987
33,VGLUT3KOAlpha9KO,6500,20,0.121273969493127,-1.04706938625239
33,VGLUT3KOAlpha9KO,7000,20,0.16784505885484,-1.28271135929689
33,VGLUT3KOAlpha9KO,7500,20,0.190680013631495,-1.49245858818534
33,VGLUT3KOAlpha9KO,8000,20,0.313840406637056,-1.71539529150108
33,VGLUT3KOAlpha9KO,8500,20,0.510382118758286,-2.00109953605724
33,VGLUT3KOAlpha9KO,9000,20,0.709329671379253,-2.26829826161937
33,VGLUT3KOAlpha9KO,9500,20,1.04356025884327,-2.55340252101743
33,VGLUT3KOAlpha9KO,10000,20,1.80514285189231,-2.914165635952
33,VGLUT3KOAlpha9KO,10500,20,1.98271915849289,-3.34292175163169
33,VGLUT3KOAlpha9KO,11000,20,1.74410826602941,-3.78782509072071
33,VGLUT3KOAlpha9KO,11500,20,1.07534310650246,-4.26464126690413
33,VGLUT3KOAlpha9KO,12000,20,0.623589900532015,-3.82878323860152
33,VGLUT3KOAlpha9KO,12500,20,0.264547614235679,-3.40003343256728
33,VGLUT3KOAlpha9KO,13000,20,0.107109347005959,-2.99528570774118
33,VGLUT3KOAlpha9KO,13500,20,0.0271118814676607,-2.63056719358057
33,VGLUT3KOAlpha9KO,14000,20,0.0186990277052431,-2.1929936665125
33,VGLUT3KOAlpha9KO,14500,20,NaN,NaN
33,VGLUT3KOAlpha9KO,15000,20,NaN,NaN
33,VGLUT3KOAlpha9KO,500,30,NaN,NaN
33,VGLUT3KOAlpha9KO,1000,30,NaN,NaN
33,VGLUT3KOAlpha9KO,1500,30,NaN,NaN
33,VGLUT3KOAlpha9KO,2000,30,NaN,NaN
33,VGLUT3KOAlpha9KO,2500,30,NaN,NaN
33,VGLUT3KOAlpha9KO,3000,30,NaN,NaN
33,VGLUT3KOAlpha9KO,3500,30,0.0622639137397216,0.0274662600531186
33,VGLUT3KOAlpha9KO,4000,30,NaN,NaN
33,VGLUT3KOAlpha9KO,4500,30,0.0414279954391112,-0.199544471687069
33,VGLUT3KOAlpha9KO,5000,30,0.133250561801602,-0.451650393625087
33,VGLUT3KOAlpha9KO,5500,30,0.181107747840608,-0.655648834124143
33,VGLUT3KOAlpha9KO,6000,30,0.229391544372498,-0.827187482304788
33,VGLUT3KOAlpha9KO,6500,30,0.403974716163025,-1.04424987840557
33,VGLUT3KOAlpha9KO,7000,30,0.539383510312739,-1.27933981654567
33,VGLUT3KOAlpha9KO,7500,30,0.5698647855877,-1.50102061134318
33,VGLUT3KOAlpha9KO,8000,30,0.982156276579123,-1.72469275176636
33,VGLUT3KOAlpha9KO,8500,30,1.68325799789518,-2.00090590913105
33,VGLUT3KOAlpha9KO,9000,30,2.03190690627897,-2.27441701334497
33,VGLUT3KOAlpha9KO,9500,30,3.16310910720377,-2.55705212543459
33,VGLUT3KOAlpha9KO,10000,30,4.75255008211619,-2.90518015152789
33,VGLUT3KOAlpha9KO,10500,30,4.55122022440157,-3.32422022985
33,VGLUT3KOAlpha9KO,11000,30,3.66153253647914,-3.76032812791016
33,VGLUT3KOAlpha9KO,11500,30,2.13521004899192,-4.25530640845352
33,VGLUT3KOAlpha9KO,12000,30,1.08619768536386,-3.80540096898467
33,VGLUT3KOAlpha9KO,12500,30,0.474251384374861,-3.38132107768266
33,VGLUT3KOAlpha9KO,13000,30,0.184298760338301,-2.95536522577211
33,VGLUT3KOAlpha9KO,13500,30,0.0707193820128975,-2.60205063208004
33,VGLUT3KOAlpha9KO,14000,30,0.0198910933467641,-2.22356050322681
33,VGLUT3KOAlpha9KO,14500,30,NaN,NaN
33,VGLUT3KOAlpha9KO,15000,30,NaN,NaN
33,VGLUT3KOAlpha9KO,500,40,NaN,NaN
33,VGLUT3KOAlpha9KO,1000,40,NaN,NaN
33,VGLUT3KOAlpha9KO,1500,40,NaN,NaN
33,VGLUT3KOAlpha9KO,2000,40,NaN,NaN
33,VGLUT3KOAlpha9KO,2500,40,NaN,NaN
33,VGLUT3KOAlpha9KO,3000,40,0.0965668273736218,0.285129354114786
33,VGLUT3KOAlpha9KO,3500,40,0.125986428413135,0.0957797502122942
33,VGLUT3KOAlpha9KO,4000,40,0.151834387195761,-0.076319672927311
33,VGLUT3KOAlpha9KO,4500,40,0.161267514792903,-0.268857216639816
33,VGLUT3KOAlpha9KO,5000,40,0.357544904984133,-0.42044363076228
33,VGLUT3KOAlpha9KO,5500,40,0.542603843447009,-0.65465727089275
33,VGLUT3KOAlpha9KO,6000,40,0.778058903349953,-0.8357546789619
33,VGLUT3KOAlpha9KO,6500,40,1.2994792960711,-1.04962516492939
33,VGLUT3KOAlpha9KO,7000,40,1.62231431002125,-1.27205650112556
33,VGLUT3KOAlpha9KO,7500,40,1.82962220996731,-1.49725271471585
33,VGLUT3KOAlpha9KO,8000,40,3.13461659720329,-1.73798176964767
33,VGLUT3KOAlpha9KO,8500,40,4.61544279785409,-2.01630909028584
33,VGLUT3KOAlpha9KO,9000,40,4.7436132988841,-2.27483698715445
33,VGLUT3KOAlpha9KO,9500,40,7.1146426910207,-2.55105193200239
33,VGLUT3KOAlpha9KO,10000,40,8.04522398018902,-2.88618412485495
33,VGLUT3KOAlpha9KO,10500,40,6.59338818868267,-3.29236381029166
33,VGLUT3KOAlpha9KO,11000,40,4.66495816049888,-3.72267045548223
33,VGLUT3KOAlpha9KO,11500,40,2.4893275030888,-4.21262674428246
33,VGLUT3KOAlpha9KO,12000,40,1.24525677052639,-3.7605471043616
33,VGLUT3KOAlpha9KO,12500,40,0.523453846914305,-3.3438270187338
33,VGLUT3KOAlpha9KO,13000,40,0.21587963753454,-2.90616231902476
33,VGLUT3KOAlpha9KO,13500,40,0.0684026731349736,-2.53051341113318
33,VGLUT3KOAlpha9KO,14000,40,0.0181224923630511,-2.16591116347526
33,VGLUT3KOAlpha9KO,14500,40,NaN,NaN
33,VGLUT3KOAlpha9KO,15000,40,NaN,NaN
33,VGLUT3KOAlpha9KO,500,50,NaN,NaN
33,VGLUT3KOAlpha9KO,1000,50,NaN,NaN
33,VGLUT3KOAlpha9KO,1500,50,NaN,NaN
33,VGLUT3KOAlpha9KO,2000,50,NaN,NaN
33,VGLUT3KOAlpha9KO,2500,50,NaN,NaN
33,VGLUT3KOAlpha9KO,3000,50,0.176259612309475,0.296588591334907
33,VGLUT3KOAlpha9KO,3500,50,0.38112085143737,0.127849919548089
33,VGLUT3KOAlpha9KO,4000,50,0.35960073610451,-0.0896935150778695
33,VGLUT3KOAlpha9KO,4500,50,0.633495862778575,-0.23811414078849
33,VGLUT3KOAlpha9KO,5000,50,1.1433661605078,-0.43323674341813
33,VGLUT3KOAlpha9KO,5500,50,1.67830615093764,-0.637108776628746
33,VGLUT3KOAlpha9KO,6000,50,2.56335798214856,-0.821759017675906
33,VGLUT3KOAlpha9KO,6500,50,3.76884931159746,-1.04883159335355
33,VGLUT3KOAlpha9KO,7000,50,4.86856504218807,-1.27308146699325
33,VGLUT3KOAlpha9KO,7500,50,5.71099520484697,-1.50847988477766
