experiment,condition,protocol,genotype,pupilSize,freq,gain1,gain2
8,Awake,Multitone,Alpha9KO,Small,12130,37.5890264156317,28.590407795387
8,Awake,Multitone,Alpha9KO,Small,12688,NaN,28.2152277158066
8,Awake,Multitone,Alpha9KO,Small,13248,NaN,NaN
8,Awake,Multitone,Alpha9KO,Small,13810,NaN,26.8223525956475
8,Awake,Multitone,Alpha9KO,Small,14375,NaN,NaN
9,Awake,Multitone,Alpha9KO,Small,4068,23.5902294818746,17.4704405392673
9,Awake,Multitone,Alpha9KO,Small,4588,17.7567394248675,14.2311439540636
9,Awake,Multitone,Alpha9KO,Small,5110,10.0909054050476,13.8733563007654
9,Awake,Multitone,Alpha9KO,Small,5635,8.36782628816274,14.3196950363331
9,Awake,Multitone,Alpha9KO,Small,6163,10.1131967146086,15.8602704026663
9,Awake,Multitone,Alpha9KO,Small,6693,8.71386424621884,16.6277957240066
9,Awake,Multitone,Alpha9KO,Small,7225,9.90787841393884,18.4053474975602
9,Awake,Multitone,Alpha9KO,Small,7760,8.74019739534777,17.9851548074859
9,Awake,Multitone,Alpha9KO,Small,8298,12.713115223809,19.9521251292674
9,Awake,Multitone,Alpha9KO,Small,8838,18.8076732503571,23.6711990511722
9,Awake,Multitone,Alpha9KO,Small,9380,26.3056872638915,26.4586872564866
9,Awake,Multitone,Alpha9KO,Small,9925,31.2190182876555,26.7863591603958
9,Awake,Multitone,Alpha9KO,Small,10473,26.4904520473423,25.1245588546581
9,Awake,Multitone,Alpha9KO,Small,11023,31.6932721026899,27.2896932057428
9,Awake,Multitone,Alpha9KO,Small,11575,34.2992420156787,28.8205736906585
9,Awake,Multitone,Alpha9KO,Small,12130,35.9660085265493,26.9741500604569
9,Awake,Multitone,Alpha9KO,Small,12688,NaN,NaN
9,Awake,Multitone,Alpha9KO,Small,13248,NaN,NaN
9,Awake,Multitone,Alpha9KO,Small,13810,NaN,26.2545115118682
9,Awake,Multitone,Alpha9KO,Small,14375,NaN,NaN
10,Awake,Multitone,Alpha9KO,Small,4068,20.8442853617242,16.5249446627952
10,Awake,Multitone,Alpha9KO,Small,4588,24.2431172511822,13.9429685207834
10,Awake,Multitone,Alpha9KO,Small,5110,6.62559069912022,14.0482700552396
10,Awake,Multitone,Alpha9KO,Small,5635,8.93619786563162,14.6509393747553
10,Awake,Multitone,Alpha9KO,Small,6163,8.88178231243282,15.8326972402811
10,Awake,Multitone,Alpha9KO,Small,6693,10.6531231259833,16.3410044216448
10,Awake,Multitone,Alpha9KO,Small,7225,10.5967777819088,18.3530938696746
10,Awake,Multitone,Alpha9KO,Small,7760,8.57487951625272,18.1253472530095
10,Awake,Multitone,Alpha9KO,Small,8298,12.3256932737539,19.8141261291583
10,Awake,Multitone,Alpha9KO,Small,8838,18.9029673211118,23.6963831355922
10,Awake,Multitone,Alpha9KO,Small,9380,25.7503485009394,26.2087589360281
10,Awake,Multitone,Alpha9KO,Small,9925,31.0479775033253,26.4338237500932
10,Awake,Multitone,Alpha9KO,Small,10473,26.0810431741623,24.8251651768234
10,Awake,Multitone,Alpha9KO,Small,11023,31.6153017883941,27.3174475904461
10,Awake,Multitone,Alpha9KO,Small,11575,34.7381795507375,27.7993663033875
10,Awake,Multitone,Alpha9KO,Small,12130,34.4068407763651,30.1488046135773
10,Awake,Multitone,Alpha9KO,Small,12688,NaN,NaN
10,Awake,Multitone,Alpha9KO,Small,13248,NaN,NaN
10,Awake,Multitone,Alpha9KO,Small,13810,NaN,NaN
10,Awake,Multitone,Alpha9KO,Small,14375,NaN,NaN
11,Awake,Multitone,Alpha9KO,Small,4068,28.6763042000181,20.7648211309425
11,Awake,Multitone,Alpha9KO,Small,4588,20.2713738991874,16.5654893794817
11,Awake,Multitone,Alpha9KO,Small,5110,16.6127636683211,17.5672375066842
11,Awake,Multitone,Alpha9KO,Small,5635,15.8482381915857,14.8546596848389
11,Awake,Multitone,Alpha9KO,Small,6163,12.5103858991957,14.6166886820756
11,Awake,Multitone,Alpha9KO,Small,6693,12.8264064807798,13.9514575987793
11,Awake,Multitone,Alpha9KO,Small,7225,12.4101567809802,14.5617245133977
11,Awake,Multitone,Alpha9KO,Small,7760,11.4024389282997,16.652571077788
11,Awake,Multitone,Alpha9KO,Small,8298,12.9623461216042,19.5686378585331
11,Awake,Multitone,Alpha9KO,Small,8838,10.9222519507731,20.5541586891039
11,Awake,Multitone,Alpha9KO,Small,9380,18.8281775406064,24.2238858284555
11,Awake,Multitone,Alpha9KO,Small,9925,19.6973552650286,24.2668720409662
11,Awake,Multitone,Alpha9KO,Small,10473,27.6194356024198,26.9947312098164
11,Awake,Multitone,Alpha9KO,Small,11023,28.3080460021076,26.4963266332977
11,Awake,Multitone,Alpha9KO,Small,11575,31.2465745218072,27.2694111825814
11,Awake,Multitone,Alpha9KO,Small,12130,32.5710580839596,28.2009737229455
11,Awake,Multitone,Alpha9KO,Small,12688,28.828501877857,27.6222661600767
11,Awake,Multitone,Alpha9KO,Small,13248,NaN,NaN
11,Awake,Multitone,Alpha9KO,Small,13810,NaN,NaN
11,Awake,Multitone,Alpha9KO,Small,14375,NaN,NaN
12,Awake,Multitone,Alpha9KO,Small,4068,NaN,20.935109023741
12,Awake,Multitone,Alpha9KO,Small,4588,NaN,15.0757069999047
12,Awake,Multitone,Alpha9KO,Small,5110,15.04121425742,14.2552955726138
12,Awake,Multitone,Alpha9KO,Small,5635,NaN,13.9889412165122
12,Awake,Multitone,Alpha9KO,Small,6163,13.9637678513431,14.225652668413
12,Awake,Multitone,Alpha9KO,Small,6693,12.7023439837912,11.2503334299118
12,Awake,Multitone,Alpha9KO,Small,7225,10.0488056727674,12.4519025360211
12,Awake,Multitone,Alpha9KO,Small,7760,9.25084308202124,13.000047004182
12,Awake,Multitone,Alpha9KO,Small,8298,11.449587551044,16.1346689346588
12,Awake,Multitone,Alpha9KO,Small,8838,8.89222850668717,18.5418587974413
12,Awake,Multitone,Alpha9KO,Small,9380,15.0081062312566,20.8545695056042
12,Awake,Multitone,Alpha9KO,Small,9925,14.2856333319936,22.2630318056312
12,Awake,Multitone,Alpha9KO,Small,10473,19.2235166786328,24.1377617597706
12,Awake,Multitone,Alpha9KO,Small,11023,26.5632524071903,26.9182568996775
12,Awake,Multitone,Alpha9KO,Small,11575,29.468458476905,26.5311038712037
12,Awake,Multitone,Alpha9KO,Small,12130,28.8624256545245,24.9305032295234
12,Awake,Multitone,Alpha9KO,Small,12688,36.7086685065371,27.4495478304398
12,Awake,Multitone,Alpha9KO,Small,13248,36.7664619745858,29.4479554847016
12,Awake,Multitone,Alpha9KO,Small,13810,33.3121364252709,27.2642452813065
12,Awake,Multitone,Alpha9KO,Small,14375,NaN,NaN
7,Awake,Multitone,Alpha9KO,Medium,4068,7.80947504304536,13.8656127648467
7,Awake,Multitone,Alpha9KO,Medium,4588,13.2583071691809,13.6721128480364
7,Awake,Multitone,Alpha9KO,Medium,5110,11.7558548699725,14.2812687150512
7,Awake,Multitone,Alpha9KO,Medium,5635,8.86026171185308,14.5299449238481
7,Awake,Multitone,Alpha9KO,Medium,6163,8.96949969177878,15.4208089997907
7,Awake,Multitone,Alpha9KO,Medium,6693,9.27004515748482,15.8103415580956
7,Awake,Multitone,Alpha9KO,Medium,7225,10.1443957626715,17.3656581043271
7,Awake,Multitone,Alpha9KO,Medium,7760,12.7026765512129,18.7150691665117
7,Awake,Multitone,Alpha9KO,Medium,8298,13.6063061914462,20.5608115175607
7,Awake,Multitone,Alpha9KO,Medium,8838,21.1956880520322,23.8144579007487
7,Awake,Multitone,Alpha9KO,Medium,9380,26.4540116069768,25.9665898998177
7,Awake,Multitone,Alpha9KO,Medium,9925,29.3332592130204,24.9882631558568
7,Awake,Multitone,Alpha9KO,Medium,10473,35.9840226474583,28.8486323077801
7,Awake,Multitone,Alpha9KO,Medium,11023,35.9963154098522,27.5467481604359
7,Awake,Multitone,Alpha9KO,Medium,11575,34.2058733552505,26.5907754839078
7,Awake,Multitone,Alpha9KO,Medium,12130,30.6838593092062,25.0500424013496
7,Awake,Multitone,Alpha9KO,Medium,12688,NaN,20.2791819378236
7,Awake,Multitone,Alpha9KO,Medium,13248,NaN,NaN
7,Awake,Multitone,Alpha9KO,Medium,13810,35.8121796861911,NaN
7,Awake,Multitone,Alpha9KO,Medium,14375,NaN,NaN
8,Awake,Multitone,Alpha9KO,Medium,4068,14.4050778428595,14.1764327282871
8,Awake,Multitone,Alpha9KO,Medium,4588,15.1917326195807,14.4874647627964
8,Awake,Multitone,Alpha9KO,Medium,5110,13.9393357330736,15.1459983456412
8,Awake,Multitone,Alpha9KO,Medium,5635,9.93518786368731,15.0986547180302
8,Awake,Multitone,Alpha9KO,Medium,6163,10.67690912427,15.2909799646167
8,Awake,Multitone,Alpha9KO,Medium,6693,11.6696631191114,16.0810241841955
8,Awake,Multitone,Alpha9KO,Medium,7225,11.1359415344719,16.6890551447518
8,Awake,Multitone,Alpha9KO,Medium,7760,12.3581539249461,18.4682748797249
8,Awake,Multitone,Alpha9KO,Medium,8298,12.2438809719911,19.8019298242709
8,Awake,Multitone,Alpha9KO,Medium,8838,16.2455631651992,22.1622595717343
8,Awake,Multitone,Alpha9KO,Medium,9380,18.5963240309859,23.3580473327254
8,Awake,Multitone,Alpha9KO,Medium,9925,22.5732044325908,24.5996724267899
8,Awake,Multitone,Alpha9KO,Medium,10473,30.924815352129,27.3269028597234
8,Awake,Multitone,Alpha9KO,Medium,11023,38.4328892475241,29.0231240367937
8,Awake,Multitone,Alpha9KO,Medium,11575,34.153365476714,28.3345605250403
8,Awake,Multitone,Alpha9KO,Medium,12130,37.9412346839951,28.2649875796606
8,Awake,Multitone,Alpha9KO,Medium,12688,37.2971109196732,27.3606950596186
8,Awake,Multitone,Alpha9KO,Medium,13248,36.3647236540936,NaN
8,Awake,Multitone,Alpha9KO,Medium,13810,NaN,NaN
8,Awake,Multitone,Alpha9KO,Medium,14375,NaN,NaN
9,Awake,Multitone,Alpha9KO,Medium,4068,23.1526889145543,18.5431059852496
9,Awake,Multitone,Alpha9KO,Medium,4588,15.5048777997714,15.1593203320522
9,Awake,Multitone,Alpha9KO,Medium,5110,11.3707399155713,14.8072738065422
9,Awake,Multitone,Alpha9KO,Medium,5635,10.4404615331588,15.1619844755629
9,Awake,Multitone,Alpha9KO,Medium,6163,10.7077713629189,16.3424461130104
9,Awake,Multitone,Alpha9KO,Medium,6693,12.2039115246287,17.2955521337381
9,Awake,Multitone,Alpha9KO,Medium,7225,11.4681271004613,18.7093533679697
9,Awake,Multitone,Alpha9KO,Medium,7760,9.57231585741669,18.328507351679
9,Awake,Multitone,Alpha9KO,Medium,8298,12.7713432358453,20.1730559618699
9,Awake,Multitone,Alpha9KO,Medium,8838,18.8806902750097,23.7786822701868
9,Awake,Multitone,Alpha9KO,Medium,9380,26.1103860711404,26.658787080273
9,Awake,Multitone,Alpha9KO,Medium,9925,30.6982151688721,26.6767795344828
9,Awake,Multitone,Alpha9KO,Medium,10473,26.6775968025014,24.9130763269688
9,Awake,Multitone,Alpha9KO,Medium,11023,31.4071925579402,27.0443312616954
9,Awake,Multitone,Alpha9KO,Medium,11575,34.8656239791147,28.4880497790641
9,Awake,Multitone,Alpha9KO,Medium,12130,36.0908586247265,28.0913811930079
9,Awake,Multitone,Alpha9KO,Medium,12688,31.5753086815592,26.6815459025035
9,Awake,Multitone,Alpha9KO,Medium,13248,NaN,28.1138976400016
9,Awake,Multitone,Alpha9KO,Medium,13810,NaN,25.3937433789382
9,Awake,Multitone,Alpha9KO,Medium,14375,NaN,NaN
10,Awake,Multitone,Alpha9KO,Medium,4068,22.60190189035,18.3705684935386
10,Awake,Multitone,Alpha9KO,Medium,4588,16.1991268061108,14.8261564504663
10,Awake,Multitone,Alpha9KO,Medium,5110,11.1666101756949,14.6224358963217
10,Awake,Multitone,Alpha9KO,Medium,5635,9.64628422344092,14.7904525998424
10,Awake,Multitone,Alpha9KO,Medium,6163,10.4259813491782,16.4408889130205
10,Awake,Multitone,Alpha9KO,Medium,6693,11.9764909027036,17.0338184891972
10,Awake,Multitone,Alpha9KO,Medium,7225,10.7635238202164,18.5302917279122
10,Awake,Multitone,Alpha9KO,Medium,7760,9.92835884310485,18.2982198768513
10,Awake,Multitone,Alpha9KO,Medium,8298,12.265713440412,20.0858496000733
10,Awake,Multitone,Alpha9KO,Medium,8838,18.4416005115748,23.7624558343329
10,Awake,Multitone,Alpha9KO,Medium,9380,25.8665465271076,26.6501557104339
10,Awake,Multitone,Alpha9KO,Medium,9925,30.9449067910474,26.7862209577593
10,Awake,Multitone,Alpha9KO,Medium,10473,26.6579136825909,24.9205427048196
10,Awake,Multitone,Alpha9KO,Medium,11023,31.5186755322168,27.2161483452217
10,Awake,Multitone,Alpha9KO,Medium,11575,34.9637662542729,29.0825472366233
10,Awake,Multitone,Alpha9KO,Medium,12130,34.2857670118779,28.1227331745986
10,Awake,Multitone,Alpha9KO,Medium,12688,NaN,25.5300906052634
10,Awake,Multitone,Alpha9KO,Medium,13248,NaN,NaN
10,Awake,Multitone,Alpha9KO,Medium,13810,32.3594954643008,NaN
10,Awake,Multitone,Alpha9KO,Medium,14375,NaN,NaN
11,Awake,Multitone,Alpha9KO,Medium,4068,26.4185766230749,22.0941570941261
11,Awake,Multitone,Alpha9KO,Medium,4588,20.2238647743121,17.3583696463873
11,Awake,Multitone,Alpha9KO,Medium,5110,16.1401923874859,18.344893532046
11,Awake,Multitone,Alpha9KO,Medium,5635,18.0198096305454,15.9628928949542
11,Awake,Multitone,Alpha9KO,Medium,6163,17.2871405413849,14.0220366016203
11,Awake,Multitone,Alpha9KO,Medium,6693,10.8003649003564,14.4276464321955
11,Awake,Multitone,Alpha9KO,Medium,7225,9.40500632921737,14.8519361227458
11,Awake,Multitone,Alpha9KO,Medium,7760,15.9328641307759,17.6991099901429
11,Awake,Multitone,Alpha9KO,Medium,8298,13.6583699610611,20.3177116059447
11,Awake,Multitone,Alpha9KO,Medium,8838,11.594665822366,21.2230842794049
11,Awake,Multitone,Alpha9KO,Medium,9380,19.3619994889908,24.7255725503463
11,Awake,Multitone,Alpha9KO,Medium,9925,21.2639224073164,24.731957618641
11,Awake,Multitone,Alpha9KO,Medium,10473,28.3362784797011,27.5245882545887
11,Awake,Multitone,Alpha9KO,Medium,11023,29.0694913361257,26.7356900951583
11,Awake,Multitone,Alpha9KO,Medium,11575,31.5787765158539,27.9926664135579
11,Awake,Multitone,Alpha9KO,Medium,12130,34.0924620688168,28.8065875765662
11,Awake,Multitone,Alpha9KO,Medium,12688,32.9325472418724,27.6708704567712
11,Awake,Multitone,Alpha9KO,Medium,13248,NaN,26.2409714094684
11,Awake,Multitone,Alpha9KO,Medium,13810,NaN,NaN
11,Awake,Multitone,Alpha9KO,Medium,14375,NaN,NaN
12,Awake,Multitone,Alpha9KO,Medium,4068,26.7763990408893,19.3294300116818
12,Awake,Multitone,Alpha9KO,Medium,4588,NaN,16.2017247894945
12,Awake,Multitone,Alpha9KO,Medium,5110,17.644688207889,14.8000719935374
12,Awake,Multitone,Alpha9KO,Medium,5635,10.2514090607214,14.6221170710083
12,Awake,Multitone,Alpha9KO,Medium,6163,12.3096679758026,14.2080717180099
12,Awake,Multitone,Alpha9KO,Medium,6693,21.8406558403692,13.7396706535686
12,Awake,Multitone,Alpha9KO,Medium,7225,10.7821390812007,12.5003864227863
12,Awake,Multitone,Alpha9KO,Medium,7760,10.285053821247,13.9534378706278
12,Awake,Multitone,Alpha9KO,Medium,8298,11.3166078134892,16.4024511001056
12,Awake,Multitone,Alpha9KO,Medium,8838,12.2959244461404,18.3147538303913
12,Awake,Multitone,Alpha9KO,Medium,9380,11.3733232407975,20.0768954714129
12,Awake,Multitone,Alpha9KO,Medium,9925,12.6167713804524,20.8844516154834
12,Awake,Multitone,Alpha9KO,Medium,10473,17.2265673370783,23.3957608853467
12,Awake,Multitone,Alpha9KO,Medium,11023,24.4817411233907,26.6082695431329
12,Awake,Multitone,Alpha9KO,Medium,11575,28.0080878852038,26.075647120875
12,Awake,Multitone,Alpha9KO,Medium,12130,28.1554718141003,24.6934973298093
12,Awake,Multitone,Alpha9KO,Medium,12688,34.1189574306781,27.7538968237739
12,Awake,Multitone,Alpha9KO,Medium,13248,38.0229747046262,29.4362764147039
12,Awake,Multitone,Alpha9KO,Medium,13810,NaN,26.9150781967994
12,Awake,Multitone,Alpha9KO,Medium,14375,NaN,NaN
7,Awake,Multitone,Alpha9KO,Large,4068,12.2105718939084,13.3175428229508
7,Awake,Multitone,Alpha9KO,Large,4588,NaN,12.9839193292402
7,Awake,Multitone,Alpha9KO,Large,5110,9.46356798208824,13.4700203311897
7,Awake,Multitone,Alpha9KO,Large,5635,NaN,13.8258692030134
7,Awake,Multitone,Alpha9KO,Large,6163,NaN,15.2525243709346
7,Awake,Multitone,Alpha9KO,Large,6693,3.80618929433404,15.9796279673987
7,Awake,Multitone,Alpha9KO,Large,7225,9.72415893141266,16.5909243723521
7,Awake,Multitone,Alpha9KO,Large,7760,10.9321842400653,18.8166119631188
7,Awake,Multitone,Alpha9KO,Large,8298,13.0051550116684,20.2747522477965
7,Awake,Multitone,Alpha9KO,Large,8838,21.525696739079,23.7020483388722
7,Awake,Multitone,Alpha9KO,Large,9380,26.165174293271,25.7834777389528
7,Awake,Multitone,Alpha9KO,Large,9925,30.7090920853292,24.5638994389521
7,Awake,Multitone,Alpha9KO,Large,10473,37.2269936041056,28.5977574607583
7,Awake,Multitone,Alpha9KO,Large,11023,35.1409151909547,27.7821533108564
7,Awake,Multitone,Alpha9KO,Large,11575,NaN,25.9788466245982
7,Awake,Multitone,Alpha9KO,Large,12130,31.0862288516827,24.6532514287686
7,Awake,Multitone,Alpha9KO,Large,12688,NaN,NaN
7,Awake,Multitone,Alpha9KO,Large,13248,NaN,NaN
7,Awake,Multitone,Alpha9KO,Large,13810,NaN,NaN
7,Awake,Multitone,Alpha9KO,Large,14375,NaN,NaN
8,Awake,Multitone,Alpha9KO,Large,4068,16.1516314326592,13.8155427468229
8,Awake,Multitone,Alpha9KO,Large,4588,19.1299497955154,14.232311632315
8,Awake,Multitone,Alpha9KO,Large,5110,16.1814008020839,14.553315436816
8,Awake,Multitone,Alpha9KO,Large,5635,10.8718569431614,15.1833354749392
8,Awake,Multitone,Alpha9KO,Large,6163,11.6790045259271,15.1188945596113
8,Awake,Multitone,Alpha9KO,Large,6693,10.662255469018,16.1449897259413
8,Awake,Multitone,Alpha9KO,Large,7225,9.88810676522803,16.3659657103629
8,Awake,Multitone,Alpha9KO,Large,7760,11.9225160302182,18.392406021256
8,Awake,Multitone,Alpha9KO,Large,8298,12.2955670596773,19.5736174755241
8,Awake,Multitone,Alpha9KO,Large,8838,16.5064418536681,21.8056132882535
8,Awake,Multitone,Alpha9KO,Large,9380,19.2885291473818,23.0961746427936
8,Awake,Multitone,Alpha9KO,Large,9925,22.5778620170383,24.4391187627429
8,Awake,Multitone,Alpha9KO,Large,10473,31.3297520600441,27.0445123997545
8,Awake,Multitone,Alpha9KO,Large,11023,38.4249956052151,28.5270137887702
8,Awake,Multitone,Alpha9KO,Large,11575,33.8595014800067,27.8375577146512
8,Awake,Multitone,Alpha9KO,Large,12130,38.1672548002732,27.6609240242277
8,Awake,Multitone,Alpha9KO,Large,12688,NaN,27.3986038119804
8,Awake,Multitone,Alpha9KO,Large,13248,NaN,NaN
8,Awake,Multitone,Alpha9KO,Large,13810,NaN,NaN
8,Awake,Multitone,Alpha9KO,Large,14375,NaN,NaN
9,Awake,Multitone,Alpha9KO,Large,4068,27.5946852697791,19.2580475795805
9,Awake,Multitone,Alpha9KO,Large,4588,16.7103383190509,15.4649181040347
9,Awake,Multitone,Alpha9KO,Large,5110,12.3376935680031,15.0817237675823
9,Awake,Multitone,Alpha9KO,Large,5635,10.1146289328494,15.4421707313028
9,Awake,Multitone,Alpha9KO,Large,6163,14.1357592996135,16.8274871944962
9,Awake,Multitone,Alpha9KO,Large,6693,13.522735728212,17.8067128379782
9,Awake,Multitone,Alpha9KO,Large,7225,12.7367781697053,19.1246055321601
9,Awake,Multitone,Alpha9KO,Large,7760,12.0619305976888,18.5402243661676
9,Awake,Multitone,Alpha9KO,Large,8298,13.2583974050403,20.5732256314693
9,Awake,Multitone,Alpha9KO,Large,8838,19.1636067618882,23.8179310935269
9,Awake,Multitone,Alpha9KO,Large,9380,26.0153902545521,26.6713090640786
9,Awake,Multitone,Alpha9KO,Large,9925,30.4245774141066,26.509087516484
9,Awake,Multitone,Alpha9KO,Large,10473,26.3261549109092,24.7726022002461
9,Awake,Multitone,Alpha9KO,Large,11023,31.6276681575916,26.7092024714217
9,Awake,Multitone,Alpha9KO,Large,11575,33.376056583494,28.1681112861872
9,Awake,Multitone,Alpha9KO,Large,12130,35.9088437647336,27.1830080577024
9,Awake,Multitone,Alpha9KO,Large,12688,35.5580556200622,NaN
9,Awake,Multitone,Alpha9KO,Large,13248,NaN,27.0625802575326
9,Awake,Multitone,Alpha9KO,Large,13810,32.3594954643008,NaN
9,Awake,Multitone,Alpha9KO,Large,14375,NaN,NaN
10,Awake,Multitone,Alpha9KO,Large,4068,25.1077557411203,20.3707014725075
10,Awake,Multitone,Alpha9KO,Large,4588,16.7164270141142,14.6516983434739
10,Awake,Multitone,Alpha9KO,Large,5110,9.90177889047254,14.701540403341
10,Awake,Multitone,Alpha9KO,Large,5635,11.8655616969831,14.5533266153324
10,Awake,Multitone,Alpha9KO,Large,6163,11.8430397926847,16.1014780251824
10,Awake,Multitone,Alpha9KO,Large,6693,10.5274262621582,17.1123304911114
10,Awake,Multitone,Alpha9KO,Large,7225,11.0088615727411,18.6662040434917
10,Awake,Multitone,Alpha9KO,Large,7760,10.3667355464142,18.4036685798664
10,Awake,Multitone,Alpha9KO,Large,8298,13.1201751542584,19.8873253586524
10,Awake,Multitone,Alpha9KO,Large,8838,18.8741185744138,23.4103189669053
10,Awake,Multitone,Alpha9KO,Large,9380,26.3536634073811,26.0772619960057
10,Awake,Multitone,Alpha9KO,Large,9925,30.9508615210969,26.2927651404353
10,Awake,Multitone,Alpha9KO,Large,10473,26.6236523905471,24.7666042878062
10,Awake,Multitone,Alpha9KO,Large,11023,31.1692551231994,26.8467744670792
10,Awake,Multitone,Alpha9KO,Large,11575,33.8783909495281,28.2235727788494
10,Awake,Multitone,Alpha9KO,Large,12130,NaN,26.0307833658332
10,Awake,Multitone,Alpha9KO,Large,12688,NaN,NaN
10,Awake,Multitone,Alpha9KO,Large,13248,NaN,NaN
10,Awake,Multitone,Alpha9KO,Large,13810,NaN,26.1251153376183
10,Awake,Multitone,Alpha9KO,Large,14375,NaN,NaN
11,Awake,Multitone,Alpha9KO,Large,4068,26.5752793280778,NaN
11,Awake,Multitone,Alpha9KO,Large,4588,NaN,16.8313736677627
11,Awake,Multitone,Alpha9KO,Large,5110,20.0240892384354,14.5672363069204
